slug,type,title_length,excerpt_length,flags,title,excerpt,updated_at
samsung-galaxy-watch-8-classic,ARTICLE,30,189,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 8 Classic,"Samsung Galaxy Watch 8 Classic (2025) 46mm Bluetooth Smartwatch, Cushion Design, Rotating Bezel, Quick Button, Sleep Coaching, Running Coach, Energy Score, Black [US Version, 2 Yr Warranty]",2026-02-18T06:36:19.231Z
invoxia-minitailz-health-gps-tracker-for-dogs-1-cardiac-and-respiratory-scan-real-time-location-activity-and-well-being-analysis-compact-lightweight-and-easy-to-install,ARTICLE,187,142,title_too_long|weak_intent_keyword,"Invoxia Minitailz - Health &amp; GPS Tracker for Dogs #1 - Cardiac and Respiratory Scan - Real-time Location - Activity and Well-Being Analysis - Compact, Lightweight, and Easy to Install","Color Grey Brand invoxia Product Dimensions 2.32&#034;L x 1.18&#034;W Breed Recommendation All Breeds Included Components Bell, Remote Control",2026-02-18T06:36:19.095Z
beats-studio-buds-totally-wireless-noise-cancelling-earphones-black-renewed,ARTICLE,79,714,title_too_long|weak_intent_keyword|excerpt_too_long,Beats Studio Buds Totally Wireless Noise Cancelling Earphones - Black (Renewed),"True wireless noise cancelling Beats Studio Bud are made for music. Designed with a custom acoustic platform, Beats Studio Bud are engineered to deliver powerful, balanced sound in a compact, in-ear form factor. The result immersive sound that pulls the emotion of music from the studio to your ears to keep you inspired. These earphones feature two listening modes, Active Noise Cancelling (ANC) and Transparency mode, to give you total control of your sound. Each earbud has up to 8 hours of listening time? with two additional charges provided by its pocket-sized charging case to give you up to 24 hours of combined playback.? Beats Studio Bud also offer simple one-touch pairing for Apple and Android devices.",2026-02-18T06:36:18.953Z
elevation-lab-tagvault-airtag-dog-collar-mount-single-ip69-waterproof-doesnt-dangle-fits-all-width-collars-glow-in-the-dark,ARTICLE,136,130,title_too_long|weak_intent_keyword,"Elevation Lab TagVault AirTag Dog Collar Mount (Single) - IP69 Waterproof, Doesn&#039;t Dangle, Fits All Width Collars, Glow in The Dark",Brand Elevation Lab Color Glow in the Dark Compatible Devices AirTag Compatible Phone Models iPhone Mounting Type Pet Collar Mount,2026-02-18T06:36:18.818Z
bose-ultra-open-earbuds-bluetooth-open-ear-earbuds-with-openaudio-for-awareness-clip-on-design-for-comfort-water-resistant-up-to-48-hrs-of-playtime-sunset-iridescent-limited-edition-color,ARTICLE,195,1481,title_too_long|weak_intent_keyword|excerpt_too_long,"Bose Ultra Open Earbuds - Bluetooth Open Ear Earbuds with OpenAudio for Awareness, Clip-On Design for Comfort, Water Resistant, Up to 48 Hrs of Playtime, Sunset Iridescent - Limited Edition Color","To the music lovers with a playlist for every mood and moment, meet your new obsession. Bose reinvented earbuds with OpenAudio technology that combines complete awareness of your surroundings with rich, private sound only you can hear. And with Bose Immersive Audio, the Bluetooth earbuds with microphone don’t just feel good and look good, they bring you closer to your music. Bose Immersive Audio spatializes music so you’re not only listening to the music. You’re in it. Designed for all-day wear you’ll never want to take off these comfortable earbuds. The Bose Ultra Open Earbuds feature a flexible joint and a light-as-air-grip; you’ll forget you’re even wearing them. With up to 7.5 hours of play time (up to 4.5 hours with Immersive Audio)* or up to 48 hours of standby***, you’re equipped with the power of long-lasting battery life. Plus, the included charging case provides up to an extra 19.5 hours of play time, making it perfect for on-the-go charging**. Simple button controls make it easy to manage your music and switch between stereo and immersive modes. Get splashed on, dripped on, sprayed on. No worries here. With an IPX4 environmental rating for water resistance, the Bose Ultra Open Earbuds can handle it. Acoustic mesh keeps out moisture and debris, so you can keep on listening. Thanks to Bose SimpleSync technology, you can pair your wireless open ear headphones with Bose soundbars and speakers for personal TV listening with independent volume control.",2026-02-18T06:36:18.676Z
hrevzon-smart-watch,ARTICLE,19,193,title_too_short|weak_intent_keyword|excerpt_too_long,Hrevzon Smart Watch,"Hrevzon Smart Watch for Men, GPS Smartwatch Fitness Activity Tracker with Heart Rate/Sleep Monitor, Pedometer, Bluetooth Calls/Notifications, 170+ Exercise Modes, 5 ATM Water-Resistance (Black)",2026-02-18T06:36:18.538Z
csasan-smart-watch-3,ARTICLE,18,193,title_too_short|weak_intent_keyword|excerpt_too_long,Csasan Smart Watch,"Csasan Smart Watch for Men Women(Answer/Make Call), 1.91"" HD Screen Smartwatch Heart Rate/Sleep/Steps Monitor, 100+ Sports Fitness Watch, IP68 Waterproof Activity Trackers for Android iOS Black",2026-02-18T06:36:18.397Z
gps-tracker-for-dogs-smart-dog-collar-pet-tracker-with-real-time-location-no-monthly-fee-unlimited-range-ios-only-fits-small-to-large-dogslocator-included-black,ARTICLE,178,174,title_too_long|weak_intent_keyword,"GPS Tracker for Dogs – Smart Dog Collar &amp; Pet Tracker with Real-Time Location, No Monthly Fee, Unlimited Range (iOS Only) – Fits Small to Large Dogs(Locator Included) (Black)","Brand BOMERAHE Specific Uses For Product Dog Collar, Gps Tracker, Pet Tracking Included Components Dog Collar, GPS Tracker, User Manual Manufacturer BOMERAHE UPC 768924634618",2026-02-18T06:36:18.260Z
soundcore-liberty-buds-by-anker-semi-in-ear-design-removable-ear-fins-real-time-adaptive-noise-cancelling-fast-charging-wireless-bluetooth-earbudstranslation-earbuds-30h-playtime,ARTICLE,185,90,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore Liberty Buds by Anker, Semi-in-Ear Design, Removable Ear Fins, Real-Time Adaptive Noise Cancelling, Fast Charging, Wireless Bluetooth Earbuds,Translation Earbuds, 30H Playtime",Brand Soundcore Color Light Blue Ear Placement In Ear Form Factor In Ear Impedance 14 Ohms,2026-02-18T06:36:18.123Z
jlab-go-air-pop-true-wireless-earbuds-in-ear-headphones-bluetooth-earphones-35h-playtime-ear-buds-bluetooth-earbuds-with-microphone-usb-c-charging-case-dual-connect-eq3-sound-violet,ARTICLE,190,93,title_too_long|weak_intent_keyword|excerpt_too_short,"JLab Go Air Pop+ True Wireless Earbuds, in Ear Headphones, Bluetooth Earphones, 35H Playtime Ear Buds, Bluetooth Earbuds with Microphone, USB-C Charging Case, Dual Connect, EQ3 Sound, Violet",Brand JLab Color Violet Ear Placement In Ear Form Factor In Ear Noise Control Sound Isolation,2026-02-18T06:36:17.987Z
sendbono-smart-watch,ARTICLE,20,198,title_too_short|weak_intent_keyword|excerpt_too_long,SENDBONO Smart Watch,"SENBONO Smart Watch with Alexa Built-in, 1.83"" HD Touchscreen, Digital Bluetooth Calling, IP68 Waterproof Fitness Tracker, 120+ Sports Modes, 24/7 Heart Rate/Sleep Monitor for iPhone Android (Black)",2026-02-18T06:36:17.853Z
activpro-gps-smart-watch,ARTICLE,24,193,title_too_short|weak_intent_keyword|excerpt_too_long,ActivPro GPS Smart Watch,"ActivPro GPS Smart Watch | 1.45"" FHD Display | Fitness Smartwatch for Men | Bluetooth Calls | Waterproof | Heart Rate Blood Pressure Monitor | Round Smart Watch for Android Phones iPhone | Gift",2026-02-18T06:36:17.715Z
2-in-1-gps-tracker-dog-light-smart-tracking-pet-led-light-for-ios-only-rechargeable-ip68-waterproof-dog-collar-light-with-6-modes-for-night-walking-works-with-apple-find-my-no-subscriptio,ARTICLE,201,105,title_too_long|weak_intent_keyword|excerpt_too_short,"2-in-1 GPS Tracker &amp; Dog Light - Smart Tracking Pet LED Light for iOS Only - Rechargeable IP68 Waterproof Dog Collar Light with 6 Modes for Night Walking - Works with Apple Find My, No Subscription",Material Plastic Brand Vebiso Included Components Gps Tracker Light Number of Items 1 Manufacturer Vebiso,2026-02-18T06:36:17.579Z
jlab-go-air-pop-true-wireless-earbuds-in-ear-headphones-bluetooth-earphones-35h-playtime-ear-buds-bluetooth-earbuds-with-microphone-usb-c-charging-case-dual-connect-eq3-sound-navy-blue,ARTICLE,193,91,title_too_long|weak_intent_keyword|excerpt_too_short,"JLab Go Air Pop+ True Wireless Earbuds, in Ear Headphones, Bluetooth Earphones, 35H Playtime Ear Buds, Bluetooth Earbuds with Microphone, USB-C Charging Case, Dual Connect, EQ3 Sound, Navy Blue",Brand JLab Color Navy Ear Placement In Ear Form Factor In Ear Noise Control Sound Isolation,2026-02-18T06:36:17.442Z
soundcore-p30i-by-anker-noise-cancelling-earbuds-strong-and-smart-noise-cancelling-powerful-bass-45h-playtime-2-in-1-case-and-phone-stand-ip54-wireless-earbuds-bluetooth-5-4-green,ARTICLE,188,85,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (Green)",Brand Soundcore Color Green Ear Placement In Ear Form Factor In Ear Impedance 16 Ohms,2026-02-18T06:36:17.310Z
smart-watch-24,ARTICLE,11,196,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch for Men Women Answer/Make Call, 1.85"" Smartwatch, Fitness Watch with Heart Rate Blood Pressure Sleep Monitor, 140+Sports, IP68 Waterproof Step Counter Watch Compatible with Android IOS",2026-02-18T06:36:17.172Z
garmin-forerunner-55,ARTICLE,20,122,title_too_short|weak_intent_keyword,Garmin Forerunner 55,"Garmin Forerunner 55, GPS Running Watch with Daily Suggested Workouts, Up to 2 Weeks of Battery Life, Black - 010-02562-00",2026-02-18T06:36:17.033Z
apple-macbook-air-56,ARTICLE,17,100,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple 2024 MacBook Air with Apple M3 Chip, 13-inch, 8GB RAM, 256GB SSD Storage, Space Gray (Renewed)",2026-02-18T06:36:16.899Z
apple-2023-macbook-pro-3,ARTICLE,22,100,title_too_short|weak_intent_keyword|excerpt_too_short,Apple 2023 MacBook Pro,"Apple 2023 MacBook Pro with Apple M2 Pro Chip, 14.2-inch, 16GB RAM, 1TB SSD Storage Silver (Renewed)",2026-02-18T06:36:16.750Z
wireless-bluetooth-gps-tracker-smart-finder-hidden-tracking-device-for-vehicles-keys-pets-luggage-no-monthly-fee-compatible-with-ios-android-by-blissfultails-2-pac,ARTICLE,194,158,title_too_long|weak_intent_keyword,"Wireless Bluetooth GPS Tracker – Smart Finder &amp; Hidden Tracking Device for Vehicles, Keys, Pets, Luggage – No Monthly Fee, Compatible with iOS &amp; Android by BlissfulTails (2 Pack) (Black)",Brand BlissfulTails Special Feature Water Resistant Connectivity Technology Bluetooth Supported Application GPS Tracking Apps Specific Uses For Product Hiking,2026-02-18T06:36:16.580Z
xinwld-wireless-earbuds-bluetooth-headphones-in-ear-with-enc-noise-cancelling-mic-wireless-earphones-hifi-stereo-deep-bass-in-ear-bluetooth-earbuds-led-display-ip7-waterproof,ARTICLE,177,174,title_too_long|weak_intent_keyword,"xinwld Wireless Earbuds, Bluetooth Headphones in Ear with ENC Noise Cancelling Mic, Wireless Earphones HiFi Stereo Deep Bass, in-Ear Bluetooth Earbuds LED Display IP7 Waterproof","Wireless Earbuds, Bluetooth 5.4 Headphones in Ear with ENC Noise Cancelling Mic, Wireless Earphones HiFi Stereo Deep Bass, in-Ear Bluetooth Earbuds LED Display IP7 Waterproof",2026-02-18T06:36:16.446Z
simifly-hybrid-active-noise-cancelling-wireless-earbuds-noise-cancelling-in-ear-headphones-for-crystal-clear-calls-music-50h-playtime-for-office-running-workout-pearl,ARTICLE,176,105,title_too_long|weak_intent_keyword|excerpt_too_short,"SIMIFLY Hybrid Active Noise Cancelling Wireless Earbuds, Noise Cancelling in Ear Headphones for Crystal-Clear Calls &amp; Music, 50H Playtime for Office/Running/Workout (Pearl)",Brand SIMIFLY Color Pearl Ear Placement In Ear Form Factor In Ear Noise Control Active Noise Cancellation,2026-02-18T06:36:16.308Z
stecei-smart-watch-5,ARTICLE,18,195,title_too_short|weak_intent_keyword|excerpt_too_long,STECEi Smart Watch,"STECEi Smart Watch for Men Women Bluetooth Call, 1.85"" HD Screen Smartwatch with Heart Rate/Sleep Monitor, 110+ Sport Modes Activity Trackers IP68 Waterproof, Fitness Watch for Android iOS, Black",2026-02-18T06:36:16.173Z
garmin-instinct-e,ARTICLE,17,143,title_too_short|weak_intent_keyword,Garmin Instinct E,"Garmin Instinct® E 45mm, Rugged Outdoor GPS Smartwatch, 24/7 Health Monitoring, Wrist-Based Heart Rate, Up to 16 Days of Battery Life, Charcoal",2026-02-18T06:36:16.037Z
pet-tracker-for-dogs-dog-tracker-smart-pet-location-tracker-with-holder-smart-item-finder-mfi-certificated-dog-tracking-device-no-monthly-fee-works-with-find-myios-only,ARTICLE,175,197,title_too_long|weak_intent_keyword|excerpt_too_long,"Pet Tracker for Dogs, Dog Tracker Smart Pet Location Tracker with Holder, Smart Item Finder, MFi Certificated Dog Tracking Device, No Monthly Fee, Works with Find My(iOS Only)",Special Feature Tracking Connectivity Technology Bluetooth Battery Cell Composition Lithium Polymer Brand Veeind Color black case Included Components Dog Tracker Manufacturer Veeind Size 1M-Black-2,2026-02-18T06:36:15.901Z
simifly-wireless-earbuds-enc-noise-cancelling-ear-buds-with-bass-stereo-sound-50h-playtime-for-sports-working-bluetooth-5-3-headphones-white,ARTICLE,151,105,title_too_long|weak_intent_keyword|excerpt_too_short,"SIMIFLY Wireless Earbuds, ENC Noise Cancelling Ear Buds with Bass Stereo Sound, 50H Playtime for Sports &amp; Working, Bluetooth 5.3 Headphones (White)",Brand SIMIFLY Color White Ear Placement In Ear Form Factor In Ear Noise Control Active Noise Cancellation,2026-02-18T06:36:15.766Z
wireless-earbuds-bluetooth-headphones-v5-4-stereo-bass-ear-buds-with-enc-noise-cancelling-mics56h-bluetooth-earbuds-with-led-display-charging-case-ip7-waterproof-earphones-for-android-ios%e3%80%90m,ARTICLE,196,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Wireless Earbuds, Bluetooth Headphones V5.4 Stereo Bass Ear Buds with ENC Noise Cancelling Mics,56H Bluetooth Earbuds with LED Display Charging Case, IP7 Waterproof Earphones for Android iOS【Mini】",Join Prime,2026-02-18T06:36:15.619Z
trausi-smart-watch-3,ARTICLE,18,169,title_too_short|weak_intent_keyword,TRAUSI Smart Watch,"TRAUSI Smart Watches for Men Women, 1.83 inches HD Smartwatch with 120 Sports Modes, Heart Rate/Sleep Monitor, IP67 Waterproof, Bluetooth Call and Music Control (Orange)",2026-02-18T06:36:15.485Z
kazunet-smart-watches,ARTICLE,21,197,title_too_short|weak_intent_keyword|excerpt_too_long,Kazunet Smart Watches,"Kazunet Smart Watches for Women, Compatible with Android &amp; iPhone, 1.83"" HD Smartwatches with Calls/Messages Alerts, 110+ Sports Modes Fitness Watch, IP68 Waterproof, 1000mAh Battery(Rose Gold)",2026-02-18T06:36:15.349Z
apple-macbook-pro-14-4,ARTICLE,21,135,title_too_short|weak_intent_keyword,"Apple MacBook Pro 14""","Apple MacBook Pro 14"" with M5 Chip, 10-Core CPU and 10-Core GPU, Late 2025 - Space Black, Standard, 24GB Memory, 70W Adapter, 512GB SSD",2026-02-18T06:36:15.209Z
apple-macbook-pro-2024-3,ARTICLE,22,185,title_too_short|weak_intent_keyword|excerpt_too_long,Apple MacBook Pro 2024,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black",2026-02-18T06:36:15.073Z
tracker-tag-nur-android-white,ARTICLE,32,1,title_too_short|weak_intent_keyword|excerpt_too_short,"Tracker Tag (Nur Android), White",1,2026-02-18T06:36:14.942Z
jonzen-ai-language-translation-earphones-open-wireless-bluetooth-headset-real-time-144-language-translation-earplug-ows-type-c-charging-port-suitable-for-sports-travel-office-games-black,ARTICLE,192,185,title_too_long|weak_intent_keyword|excerpt_too_long,"JONZEN AI Language Translation Earphones, Open Wireless Bluetooth Headset, Real time 144 Language Translation Earplug OWS, Type-C Charging Port, Suitable for Sports Travel Office Games (Black)","AI Language Translation Earphones, Open Wireless Bluetooth Headset, Real time 144 Language Translation Earplug OWS, Type-C Charging Port, Suitable for Sports Travel Office Games (Black)",2026-02-18T06:36:14.803Z
jlab-go-air-pop-true-wireless-earbuds-in-ear-headphones-bluetooth-earphones-35h-playtime-ear-buds-bluetooth-earbuds-with-microphone-usb-c-charging-case-dual-connect-eq3-sound-black,ARTICLE,189,92,title_too_long|weak_intent_keyword|excerpt_too_short,"JLab Go Air Pop+ True Wireless Earbuds, in Ear Headphones, Bluetooth Earphones, 35H Playtime Ear Buds, Bluetooth Earbuds with Microphone, USB-C Charging Case, Dual Connect, EQ3 Sound, Black",Brand JLab Color Black Ear Placement In Ear Form Factor In Ear Noise Control Sound Isolation,2026-02-18T06:36:14.668Z
smart-watch-22,ARTICLE,11,197,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch, 1.43"" AMOLED-3D Military Smartwatch for Men Women (Answer/Make Call), Flashlight/130+ Sports/60 Days, Heart Rate/Sleep Monitor, IP68 Waterproof Fitness Activity Tracker for Android iOS",2026-02-18T06:36:14.534Z
dusonlap-smart-watch-2,ARTICLE,20,199,title_too_short|weak_intent_keyword|excerpt_too_long,DUSONLAP Smart Watch,"DUSONLAP Smart Watch, 1.85""HD Smartwatches for Men Women (Answer/Make Calls), 100+ Sport Modes Fitness Tracker Watch, Heart Rate/Sleep Monitor, IP68 Waterproof Activity Tracker Smartwatch Android iOS",2026-02-18T06:36:14.397Z
patient-turning-device-transfer-belts-for-lifting-seniors-medical-sling-for-bedridden-elderly-to-change-diaper-mobility-daily-living-assis-aids-nursing-sling-with-handles-for-bed-positioning-blue,ARTICLE,197,106,title_too_long|weak_intent_keyword|excerpt_too_short,Patient Turning Device Transfer Belts For Lifting Seniors Medical Sling For Bedridden Elderly To Change Diaper Mobility Daily Living Assis Aids Nursing Sling With Handles For Bed Positioning (Blue),Brand NEPPT Color Blue Shape Rectangular Material Polyester Product Care Instructions Wipe with Damp Cloth,2026-02-18T06:36:14.261Z
smart-pet-tracker-dog-tracker-with-black-collar-holder-smart-tag-for-seamless-location-tracking-mfi-certificated-no-monthly-fee-work-with-find-my-no-gps-tracker-ios-only-black,ARTICLE,184,274,title_too_long|weak_intent_keyword|excerpt_too_long,"Smart Pet Tracker, Dog Tracker with Black Collar Holder, Smart Tag for Seamless Location Tracking, MFi Certificated, No Monthly Fee, Work with Find My, No GPS Tracker, iOS Only (Black)",Operating System iOS Memory Storage Capacity 0.1 MB Special Feature Tracking Battery Capacity 20 Milliamp Hours Connectivity Technology Bluetooth Wireless Communication Standard Bluetooth Battery Cell Composition Lithium Polymer GPS No GPS Shape Round Screen Size 0.1 Inches,2026-02-18T06:36:14.120Z
raycon-everyday-earbuds-classic-bluetooth-wireless-with-microphone-stereo-sound-active-noise-canceling-in-ear-bluetooth-headset-true-wireless-earbuds-32-hours-playtime-black,ARTICLE,179,82,title_too_long|weak_intent_keyword|excerpt_too_short,"Raycon Everyday Earbuds Classic Bluetooth Wireless with Microphone - Stereo Sound, Active Noise Canceling, in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Black)",Brand Raycon Color Black Ear Placement In Ear Form Factor In Ear Impedance 16 Ohms,2026-02-18T06:36:13.986Z
soundcore-v20i-by-anker-open-ear-headphones-adjustable-ear-hooks-ultra-comfort-snug-fit-powerful-sound-clear-calls-ip55-36h-playtime-bluetooth-5-4-wireless-earbuds-multipoint-connection,ARTICLE,194,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, IP55, 36H Playtime, Bluetooth 5.4 Wireless Earbuds, Multipoint Connection",Join Prime,2026-02-18T06:36:13.836Z
smart-watch-23,ARTICLE,11,196,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch for Men Women Answer/Make Call, 1.85"" Smartwatch, Fitness Watch with Heart Rate Blood Pressure Sleep Monitor, 140+Sports, IP68 Waterproof Step Counter Watch Compatible with Android IOS",2026-02-18T06:36:13.703Z
toobur-small-smart-watch,ARTICLE,24,203,title_too_short|weak_intent_keyword|excerpt_too_long,TOOBUR Small Smart Watch,"TOOBUR Small Smart Watch for Women, 1.1'' AMOLED Screen Smartwatch, Compatible Android &amp; iOS Phones, Answer/Make Calls, Fitness Tracker with Heart Rate/Step/Calories Monitor, 100+ Sports Modes, Black",2026-02-18T06:36:13.565Z
breffis-35-inch-transfer-sling-for-elderly-and-disabled-lift-assist-for-elderly-gait-belt-for-seniors-patient-lift-mobility-equipment-for-elderly-transfer-belt-lifting-strap-for-bedridden-injured,ARTICLE,200,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"Breffis 35 Inch Transfer Sling For Elderly and Disabled - Lift Assist for Elderly, Gait Belt For Seniors, Patient Lift Mobility Equipment For Elderly, Transfer Belt Lifting Strap for Bedridden Injured",,2026-02-18T06:36:13.429Z
sobast-translation-earbuds-real-time-144-languages-translation-device-ai-translator-earbuds-translating-headphones-real-time-ai-gold,ARTICLE,135,97,title_too_long|weak_intent_keyword|excerpt_too_short,"SOBAST Translation Earbuds Real Time, 144 Languages Translation Device Ai Translator Earbuds Translating Headphones Real Time Ai (Gold)",Brand SOBAST Color GOLD Ear Placement Open Ear Form Factor Open Ear Noise Control Sound Isolation,2026-02-18T06:36:13.295Z
stecei-smart-watch-4,ARTICLE,18,200,title_too_short|weak_intent_keyword|excerpt_too_long,STECEi Smart Watch,"STECEi Smart Watch for Men Women Bluetooth Call, 1.85"" HD Screen Smartwatch with Heart Rate/Sleep Monitor, 110+ Sport Modes Activity Trackers IP68 Waterproof, Fitness Watch for Android iOS, Milk White",2026-02-18T06:36:13.160Z
smart-watch-21,ARTICLE,11,199,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch for Men Women, 1.85"" HD Fitness Tracker with Bluetooth Calls, 120+ Sport Modes Fitness Watch, Fitness Tracker 24/7 Heart Rate/Sleep Monitor, IP68 Waterproof, Smartwatch for Android/iPhone",2026-02-18T06:36:13.020Z
apple-macbook-air-9,ARTICLE,17,109,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,Apple Early 2020 MacBook Air with 1.1GHz Intel Core i3 13-inch 8GB RAM 256GB SSD Storage Space Gray (Renewed),2026-02-18T06:36:12.885Z
apple-macbook-pro-mgxa2ll-a,ARTICLE,27,127,title_too_short|weak_intent_keyword,Apple MacBook Pro MGXA2LL/A,"Apple MacBook Pro MGXA2LL/A 15-Inch Laptop with Retina Display (2.2 GHz Intel Core i7 Processor, 16GB RAM, 256GB SSD) (Renewed)",2026-02-18T06:36:12.742Z
guardtix-gps-tracker-for-dogs-cats-pet-gps-location-tracker-with-smart-alerts-location-history-geo-fence-real-time-waterproof-ios-android-subscription-required,ARTICLE,177,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,Guardtix GPS Tracker for Dogs &amp; Cats Pet GPS Location Tracker with Smart Alerts &amp; Location History Geo-Fence Real-Time Waterproof iOS &amp; Android Subscription Required,,2026-02-18T06:36:12.611Z
jj-care-patient-turning-device-1-pc-u-shape-turning-pillow-waterproof-pu-leather-case-anti-decubitus-turnover-pillow-with-handles-and-strap-bedridden-patient-supplies,ARTICLE,171,822,title_too_long|weak_intent_keyword|excerpt_too_long,"JJ CARE Patient Turning Device - 1 Pc U Shape Turning Pillow, Waterproof PU Leather Case, Anti-Decubitus Turnover Pillow with Handles and Strap, Bedridden Patient Supplies","JJ CARE Patient Turning Device has been designed to help medical personnels turn or reposition patients who may be unable to move on their own. These devices are especially useful for people who are bedridden or have restricted mobility, such as those recovering from surgery, the elderly, or people with impairments. The primary function of our patient turning device is to aid in the prevention of complications associated with immobility, such as pressure ulcers (bedsores) and respiratory problems. Caregivers can relieve pressure on certain portions of the body, increase circulation, and maintain general skin integrity by moving patients on a regular basis. The contoured design of our bed sore pillow and innovative pressure redistribution serves to relieve pressure points and prevent the risk of pressure ulcers.",2026-02-18T06:36:12.472Z
samsung-galaxy-watch-8-3,ARTICLE,22,192,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 8,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness Tracker, Sleep Coaching, Running Coach, Energy Score, Heart Rate Tracking, Graphite [US Version, 2 Yr Warranty]",2026-02-18T06:36:12.339Z
smart-watch-20,ARTICLE,11,196,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch for Men Women, 2.01"" AMOLED Curved Display Smart Watch, Bluetooth Call, 100+ Sport Modes, Fitness Tracker with 24/7 Heart Rate/Sleep Monitor, IP68 Waterproof Smartwatch for Android iOS",2026-02-18T06:36:12.201Z
apple-macbook-pro-47,ARTICLE,17,91,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple MacBook Pro with 2.6GHz Intel Core i7 (15 inch, 16GB RAM, 256GB SSD) Silver (Renewed)",2026-02-18T06:36:12.067Z
apple-macbook-pro-48,ARTICLE,17,123,title_too_short|weak_intent_keyword,Apple MacBook Pro,"Apple Late 2019 MacBook Pro Touch Bar with 2.4GHz 9th Gen 8 Core Intel i9, 16-inch, 32GB RAM, 2TB SSD, Space Gray (Renewed)",2026-02-18T06:36:11.926Z
sock-aid-sokelp-sock-aids-for-putting-on-socks-effortlessly-sock-helpers-for-seniors-with-ergonomic-handles-sock-assistant-device-no-bending-hip-kit-disability-aids-for-elderly,ARTICLE,176,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,Sock Aid SOKELP-Sock Aids for Putting On Socks-Effortlessly-Sock Helpers for Seniors with Ergonomic Handles-Sock Assistant Device No Bending-Hip Kit-Disability Aids for Elderly,,2026-02-18T06:36:11.780Z
air-tracker-tags-4-pack-smart-bluetooth-tracker-item-finder-works-with-apple-find-my-ios-only-app-trakcer-tag-locator-for-keys-luggage-satchel-wetag-mini-not-for-android-devices,ARTICLE,188,139,title_too_long|weak_intent_keyword,"Air Tracker Tags-4 Pack: Smart Bluetooth Tracker, Item Finder Works with Apple Find My (iOS Only) App, Trakcer Tag Locator for Keys, Luggage, Satchel, weTag mini. (Not for Android Devices)",Brand aowoka Are Batteries Included Yes Material Plastic Number of Batteries 1 CR2032 batteries required. (included) Compatible Devices IOS,2026-02-18T06:36:11.647Z
ai-translation-earbuds-real-time-164-language-translator-earbuds-3-in-1-bluetooth-5-4-translation-headphones-with-5-translation-modes-48h-ai-ear-buds-translator-device-for-business-travel-learning,ARTICLE,199,10,title_too_long|weak_intent_keyword|excerpt_too_short,"AI Translation Earbuds Real Time, 164 Language Translator Earbuds, 3-in-1 Bluetooth 5.4 Translation Headphones with 5 Translation Modes, 48H AI Ear Buds Translator Device for Business/Travel/Learning",Join Prime,2026-02-18T06:36:11.509Z
smart-watch-with-alexa-built-in-5,ARTICLE,31,200,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch with Alexa Built-in,"Smart Watch with Alexa Built-in, 1.83"" HD Touchscreen Fitness Tracker with Bluetooth Calling, Fitness Watch with Heart Rate/Sleep Monitor, 120+ Sports Modes, IP68 Waterproof Smartwatch for Android iOS",2026-02-18T06:36:11.369Z
samsung-galaxy-watch-7-4,ARTICLE,22,189,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 7,"Samsung Galaxy Watch 7 (44mm) AI Smartwatch w/ 1.5"" AMOLED, Wear OS 5, Wi-Fi, Bluetooth, Heart Rate, Sleep Apnea &amp; GPS Fitness Tracker, International Model L310 (w/Fast Charger, Silver)",2026-02-18T06:36:11.230Z
